3474,405,0,
3580,405,0,
3591,472,5,
3639,337,5,
3480,337,5,
3768,405,0,
3647,405,0,
3537,472,5,
3872,472,5,
3641,337,5,
3476,472,5,
3769,405,0,
3642,405,0,
3577,337,5,
3644,472,5,
3508,405,0,
3767,337,5,
3575,472,5,
3574,472,5,
3573,472,5,
3802,405,0,
3594,472,5,
3877,337,5,
3648,472,5,
